PhraseId,Obs,features
126400,specialized,2
126401,mira nair film absolute delight audiences,4
126402,mira nair film,2
126403,mira nair,2
126416,frightful,2
126417,vanity film,1
126425,debt miramax,2
126426,felt owed benigni,2
126429,owed,2
126434,never comes together coherent whole,1
126446,puts exclamation point fact n something taken seriously,1
126447,puts exclamation point fact,3
126448,puts exclamation point,3
126454,something taken seriously,3
126457,wrecks chance movie rising similar fare,1
126458,wrecks,2
126459,chance movie rising similar fare,2
126463,rising similar fare,3
126466,prechewed,1
126474,stand comedy mill,2
126476,first five minutes talking til end year,3
126483,til end year,2
126484,til,2
126486,loud ugly irritating movie without satirical salvos hitting discernible target,0
126487,loud ugly irritating movie without satirical,0
126490,loud ugly irritating,0
126494,without satirical,1
126500,salvos,2
126501,hitting discernible target,2
126505,last orders nurtures multi layers characters allowing us remember life ultimately gamble last orders embraced,4
126510,nurtures,2
126511,multi layers characters,3
126514,allowing us remember life ultimately gamble last orders embraced,3
126515,us remember life ultimately gamble last orders embraced,3
126518,life ultimately gamble last orders embraced,2
126519,life ultimately,2
126522,gamble last orders embraced,3
126523,gamble last orders,2
126530,sweetest thing expressly idiots n care kind sewage shovel mental gullets simulate sustenance,0
126539,care kind sewage shovel mental gullets simulate sustenance,0
126540,kind sewage shovel mental gullets simulate sustenance,1
126541,kind sewage,1
126546,shovel mental gullets,2
126547,shovel,2
126551,gullets,2
126554,simulate,2
126556,ultimately yes snail like pacing lack thematic resonance make film silly scary like sort martha stewart decorating program run amok,0
126557,yes snail like pacing lack thematic resonance make film silly scary like sort martha stewart decorating program run amok,0
126558,yes snail like pacing lack thematic resonance,1
126562,snail like pacing,0
126563,snail like,1
126564,lack thematic resonance,1
126571,film silly scary,1
126572,like sort martha stewart decorating program run amok,1
126573,sort martha stewart decorating program run amok,1
126576,martha stewart,2
126577,decorating program run amok,2
126578,decorating program run,2
126579,decorating,2
126580,program run,2
126581,amok,2
126586,based ugly ideas instead ugly behavior happiness,2
126591,ugly ideas,1
126592,instead ugly behavior,2
126597,hence storytelling far appealing,3
126605,vulgar comedy definitely acquired taste,3
126606,vulgar comedy,2
126609,director writer bille august depicts relationship economical grace letting superb actors convey martin deterioration barbara sadness occasionally anger,2
126614,director writer,2
126618,depicts relationship economical grace letting superb actors convey martin deterioration barbara sadness occasionally,3
126621,depicts relationship,2
126625,letting superb actors convey martin deterioration barbara sadness occasionally,2
126626,superb actors convey martin deterioration barbara sadness occasionally,4
126629,convey martin deterioration barbara sadness occasionally,2
126630,martin deterioration barbara sadness occasionally,3
126638,deterioration,2
126639,barbara sadness,2
126643,unlike anime whose ardent fans outside japan seem introverted young men fantasy fetishes metropolis never seems hopelessly juvenile,3
126644,unlike anime whose ardent fans outside japan seem introverted young men fantasy fetishes,2
126645,anime whose ardent fans outside japan seem introverted young men fantasy fetishes,1
126648,whose ardent fans outside japan seem introverted young men fantasy fetishes,2
126649,ardent fans outside japan seem introverted young men fantasy fetishes,2
126650,ardent fans outside japan,2
126651,outside japan,2
126652,seem introverted young men fantasy fetishes,3
126656,introverted young men,2
126657,introverted young,2
126658,introverted,2
126661,fetishes,2
126664,never seems hopelessly juvenile,1
126667,hopelessly juvenile,1
126677,wo n win awards plot department,2
126678,win awards plot department,2
126679,win awards,2
126690,delivers big time,4
126693,much home,2
126696,video devoid artifice purpose,1
126699,devoid artifice purpose,0
126711,story gives ample opportunity large scale action suspense director shekhar kapur supplies tremendous skill,4
126716,gives ample opportunity,3
126717,ample opportunity,2
126720,large scale,3
126721,action suspense,2
126725,director shekhar kapur,2
126726,shekhar kapur,3
126727,supplies tremendous skill,3
126728,supplies,2
126731,makes killed father compelling besides terrific performances fontaine willingness wander dark areas parent child relationships without flinching,4
126737,father compelling,2
126740,besides terrific performances,4
126747,willingness wander dark areas parent child relationships without flinching,3
126750,wander dark areas parent child relationships,1
126756,areas,2
126759,without flinching,2
126760,flinching,1
126761,without lrb de niro rrb city sea would slip waves,1
126762,without lrb de niro rrb,2
126763,lrb de niro rrb,2
126764,de niro rrb,1
126767,sea would slip waves,1
126770,slip waves,2
126781,n good cheesy b movie playing theaters since well since last week reign fire,2
126782,good cheesy b movie playing theaters since well since last week reign fire,2
126788,cheesy b movie playing,1
126789,cheesy b movie,1
126794,since last week reign fire,2
126795,last week reign fire,2
126802,power sadness,2
126812,worthwhile documentary whether rap even may still leave wanting answers credits roll,3
126813,worthwhile documentary whether rap even may still leave wanting answers credits,3
126817,whether rap even may still leave wanting answers credits,2
126825,even may still leave wanting answers credits,1
126829,leave wanting answers credits,2
126832,wanting answers,2
126839,go rent shakes clown much funnier film similar theme equally great robin williams performance,3
126840,rent shakes clown much funnier film similar theme equally great robin williams performance,1
126841,shakes clown much funnier film similar theme equally great robin williams performance,4
126849,much funnier film similar theme,3
126852,funnier film,3
126858,equally great,3
126859,robin williams performance,2
126860,williams performance,2
126861,longer possess lack attention span seventeen trouble sitting blade ii,3
126865,possess lack attention span seventeen,1
126866,possess lack attention span,1
126869,lack attention,1
126881,sitting blade ii,2
126883,action thriller dark comedy one repellent things pop cinematic year already littered celluloid garbage,1
126886,action thriller dark,2
126890,one repellent things,1
126901,already littered celluloid garbage,1
126902,littered celluloid garbage,1
126905,brown sugar signals director rick famuyiwa emergence articulate grown voice african american cinema,3
126908,director rick famuyiwa emergence articulate grown voice african american cinema,3
126909,director rick famuyiwa emergence,2
126910,director rick famuyiwa,2
126911,rick famuyiwa,2
126912,rick,3
126922,almodovar imaginative teacher emotional intelligence engaging film two men discover william james called gift tears,4
126931,emotional intelligence,3
126942,william james,2
126945,gift tears,3
126948,fine idea film stultifying lifeless execution,1
126949,fine idea film stultifying,2
126962,avary film never quite emerges shadow ellis book,2
126963,avary film,2
126964,never quite emerges shadow ellis book,1
126974,painless time killer becomes instead grating endurance test,1
126981,painless,3
126982,time killer,2
126985,instead grating endurance test,2
126992,inventive consistently intelligent sickeningly savage,3
126995,consistently intelligent,3
126996,sickeningly savage,1
126997,sickeningly,1
126998,journey worth time especially ellen pompeo sitting next ride,3
127001,worth time especially,3
127008,ellen pompeo,2
127009,ellen,2
127010,pompeo,2
127011,sitting next ride,2
127012,sitting next,2
127014,performances often engaging loose collection largely improvised numbers would probably worked better one hour tv documentary,1
127017,often engaging,3
127020,loose collection largely improvised numbers,1
127024,largely improvised,1
127029,worked better,2
127030,leaves viewers cold undermines phenomenal performances,1
127038,undermines phenomenal performances,2
127041,tired unimaginative derivative variation already shallow genre,1
127042,tired unimaginative derivative variation already shallow,1
127045,tired unimaginative derivative,0
127052,yes mibii rote work predictable philosophical visual coming right end extravagantly redeems,3
127055,mibii,2
127058,rote work predictable philosophical visual coming right,2
127068,visual coming right,3
127069,coming right,2
127074,extravagantly,3
127081,thing distinguishes randall wallace film fact nothing distinguishing randall wallace film,0
127082,thing distinguishes randall wallace film,2
127089,wallace film,2
127099,nothing distinguishing,1
127100,distinguishing,2
127102,minutes film white knuckled unable look away,4
127103,minutes film,2
127111,white knuckled unable,2
127120,determination pinochet victims,2
127126,often heartbreaking testimony spoken directly director patricio guzman camera pack powerful emotional wallop,4
127132,often heartbreaking,1
127133,spoken directly director patricio guzman camera,2
127134,spoken directly,2
127135,spoken,2
127138,director patricio guzman,2
127139,patricio guzman,2
127140,patricio,2
127143,pack powerful emotional wallop,4
127146,writer director alexander payne lrb election rrb co writer jim taylor brilliantly employ quirky fearless ability look american angst eye end laughing,3
127147,writer director alexander payne lrb election rrb co writer jim taylor,2
127150,writer director alexander payne,2
127152,lrb election rrb,2
127153,election rrb,2
127156,jim taylor,2
127159,employ quirky fearless ability look american angst eye end laughing,3
127160,employ quirky fearless ability,3
127163,quirky fearless,3
127168,look american angst,2
127169,american angst,2
127171,end laughing,3
127172,movie clever offbeat even gritty enough overcome resistance,3
127180,even gritty enough,3
127181,gritty enough,3
127185,film presents visceral dangerously honest revelations men machines behind curtains planet,3
127188,visceral dangerously honest revelations men machines behind curtains planet,3
127189,visceral dangerously honest revelations,2
127190,visceral dangerously honest,2
127191,dangerously honest,3
127197,machines,2
127198,behind curtains planet,2
127199,curtains planet,2
127212,angelina jolie surprising flair,3
127213,angelina jolie,2
127214,angelina,2
127215,surprising flair,3
127218,delicious delicately funny look residents copenhagen neighborhood coping befuddling complications life tosses,4
127219,delicious delicately funny look residents copenhagen neighborhood coping befuddling complications life,3
127222,delicious delicately,3
127232,copenhagen,2
127233,coping befuddling complications life,2
127237,befuddling,1
127238,complications life,2
127246,delight plympton legion fans,3
127247,plympton legion fans,2
127248,plympton legion,2
127249,legion,2
127251,others may find minutes shenanigans exhausting,1
127252,may find minutes shenanigans exhausting,1
127253,find minutes shenanigans exhausting,0
127254,minutes shenanigans exhausting,1
127258,behind glitz hollywood sordid disgusting,0
127259,behind glitz,2
127268,folks started hanging barbershop never wanted leave,3
127271,started hanging barbershop,2
127272,hanging barbershop,2
127282,lrb rrb immediacy intimacy sucks dares believe true,3
127283,lrb rrb immediacy intimacy sucks dares believe,4
127288,intimacy sucks dares believe,4
127295,dares believe,2
127307,plot bland even rogue cia assassins working chris cooper agency boss close resourceful amnesiac n feel much damon bourne predicament,1
127308,bland even rogue cia assassins working chris cooper agency boss close resourceful amnesiac n feel much damon bourne predicament,1
127311,even rogue cia assassins working chris cooper agency boss close resourceful amnesiac,2
127314,rogue cia,2
127315,rogue,2
127316,assassins working chris cooper agency boss close resourceful amnesiac,2
127317,assassins,2
127318,working chris cooper agency boss close resourceful amnesiac,2
127319,working chris cooper agency boss close,2
127322,chris cooper,2
127324,agency boss close,2
127325,agency,2
127326,boss close,2
127331,amnesiac,1
127335,feel much damon bourne predicament,2
127336,feel much,2
127342,malone gift generating nightmarish images hard burn brain,2
127348,gift generating nightmarish images,3
127351,nightmarish images,2
127360,arty gay film,2
127367,part us,2
127373,entertained sight someone,3
127377,getting away something,2
127378,getting away,2
127384,mention solaris,2
127403,moving revelatory footnote holocaust,3
127409,mastering formidable arithmetic cameras souls group articulates flood emotion,3
127410,mastering formidable arithmetic cameras souls,4
127411,mastering,2
127412,formidable arithmetic cameras souls,3
127415,formidable,3
127425,flood emotion,3
127428,movie story almost afterthought amidst swirl colors inexplicable events,1
127429,movie story almost afterthought,1
127432,almost afterthought,1
127435,swirl colors inexplicable events,2
127441,inexplicable events,2
127455,ways even betters,2
127456,even betters,3
127459,leads natural lovely pace serene humor wry sprightly,4
127460,leads natural lovely,3
127475,cantet beautifully illuminates means sometimes inside looking times outside looking,3
127477,beautifully illuminates means sometimes inside looking times outside looking,3
127484,means sometimes,2
127492,times outside looking,2
127494,outside looking,2
127500,pretty much sucks funny moment two,1
127501,much sucks funny moment two,1
127523,least better eponymous biopic used soap places mysteries lingered,3
127530,biopic used soap places mysteries lingered,2
127535,used soap places,2
127536,used soap,1
127541,lingered,2
127542,shoddy male hip hop fantasy filled guns expensive cars lots naked women rocawear clothing,1
127545,male hip hop fantasy,3
127546,hip hop fantasy,3
127547,hop fantasy,2
127548,hop,2
127557,expensive cars,2
127558,lots naked women,2
127561,rocawear clothing,2
127562,rocawear,2
127571,ca n properly,2
127574,acting accurately moving,3
127580,talking occasionally gesturing sometimes,2
127586,gesturing sometimes,2
127590,baby faced renner eerily convincing bland blank man unimaginable demons within,3
127591,baby faced renner,2
127592,baby faced,2
127597,convincing bland blank man unimaginable demons,1
127610,one dark disturbing painful watch yet compelling,3
127614,dark disturbing painful watch yet,1
127620,even n understand earth going movie stimulate hours post viewing discussion reminded,3
127621,even n understand earth going,2
127625,understand earth going,2
127636,stimulate,3
127637,hours post viewing discussion reminded,2
127642,viewing discussion,2
127654,funny somber absurd finally achingly sad bartleby fine understated piece filmmaking,4
127657,somber absurd finally achingly sad,2
127658,somber absurd finally,1
127663,achingly sad,1
127664,bartleby fine understated piece filmmaking,3
127668,understated piece filmmaking,3
127669,understated piece,3
127670,lrb rrb slop n even potential cult film loud shout insults screen,0
127671,lrb rrb slop,1
127676,potential cult film loud shout insults screen,2
127689,shout insults,2
127691,telling story largely untold bui chooses produce something ultimately suspiciously familiar,2
127696,largely untold,2
127697,untold,2
127700,bui,3
127705,something ultimately suspiciously familiar,1
127708,suspiciously familiar,1
127710,big fat greek wedding best date movie year also dare say twice delightfully charming totally american might add slice comedic bliss,4
127711,big fat greek wedding best date movie year,4
127723,also dare say twice,1
127731,delightfully charming totally american,3
127735,totally american,2
127740,slice comedic bliss,3
127743,bliss,3
127744,provides satisfactory overview bizarre world extreme athletes several daredevils express views,3
127745,satisfactory overview bizarre world extreme athletes several daredevils express views,3
127746,satisfactory overview bizarre world extreme athletes several daredevils,3
127758,daredevils,2
127766,exaggerated enough,1
127778,college flicks,2
127779,even flicks general,2
127780,even flicks,2
127783,like low budget hybrid scarface carlito way,1
127784,low budget hybrid scarface carlito way,1
127791,carlito way,2
127803,thoughtful emotional,3
127815,quietude,2
127819,lan yu disarmingly lived movie,2
127823,disarmingly lived,2
127831,making mystery four decades back springboard immediate mystery present,2
127832,mystery four decades back springboard immediate mystery present,3
127835,four decades,2
127836,back springboard immediate mystery present,3
127837,back springboard,2
127845,komediant tale worth catching,3
127851,worth catching,3
127852,even drags forced reflect visual imagination breathtaking,3
127853,even drags,2
127865,feeling like dope rarely fun nine queens,2
127866,feeling like dope,2
127867,like dope,2
127872,fun nine queens,3
127880,halloween visually unappealing,0
127895,devastating incurably romantic,2
127897,incurably romantic,3
127898,incurably,1
127899,directors brett morgen nanette burstein put together bold biographical fantasia,4
127900,directors brett morgen nanette burstein,2
127901,brett morgen nanette burstein,2
127903,morgen nanette burstein,3
127904,morgen,2
127907,nanette,2
127913,biographical fantasia,3
127914,biographical,2
127915,trying grab lump play doh harder liman tries squeeze story details slip fingers,1
127922,lump play doh,3
127928,liman tries squeeze story,2
127930,tries squeeze story,2
127955,junior high way,2
127956,junior high,3
127957,consistently free,2
127963,force give millisecond thought,2
127967,millisecond thought,2
127977,check last minutes,2
127995,drive right,2
127997,without noticing anything special save comic turns intended otherwise,2
127998,noticing anything special save comic turns intended otherwise,2
127999,anything special save comic turns intended otherwise,2
128004,save comic turns,2
128009,intended otherwise,2
128011,lrb macdowell rrb ventures beyond abilities several times reveals bad actress,0
128012,lrb macdowell rrb ventures beyond abilities,3
128013,lrb macdowell rrb ventures,2
128014,lrb macdowell rrb,2
128015,macdowell rrb,2
128016,ventures,2
128017,beyond abilities,2
128025,reveals bad actress,0
128026,bad actress,0
128029,question hanging time machine main character suggests,2
128030,question hanging time machine,2
128031,hanging time machine,2
128044,good great freeman judd make work,3
128059,zings way,4
128065,doubt film ratchets stirring soundtrack throws fish water gag lets cliched dialogue rip,2
128080,throws fish water gag,1
128084,lets cliched dialogue rip,1
128087,dialogue rip,2
128089,movie overbearing top family depicts,1
128090,movie overbearing top family,1
128097,overbearing top,1
128114,story unrequited love n sustain interest beyond first half hour,1
128115,story unrequited love,2
128118,unrequited,2
128121,sustain interest beyond first half hour,2
128122,beyond first half hour,2
128125,smash em crash em shoot em ending comes nowhere substituting mayhem suspense,2
128145,substituting mayhem suspense,2
128146,substituting mayhem,2
128147,substituting,3
128150,suffers unlikable characters self conscious sense,1
128164,upon hang broad mildly fleshed characters seem conjured minutes prior filming,1
128168,broad mildly fleshed characters seem conjured minutes prior filming,1
128169,broad mildly fleshed characters,2
128172,mildly fleshed,2
128179,minutes prior filming,2
128181,prior filming,2
128182,prior,2
128186,offers guilt free trip,3
128189,guilt free,3
128192,one important exhilarating forms animated filmmaking since old walt doodled steamboat willie,4
128193,one important exhilarating forms animated filmmaking since old walt,2
128203,animated filmmaking,2
128204,since old walt,2
128205,old walt,2
128208,doodled,2
128209,steamboat willie,2
128210,steamboat,2
128211,quite shrek monsters inc bad,3
128226,fairness must report children varying ages audience never coughed fidgeted romped aisles bathroom breaks,3
128234,report children varying ages audience never coughed fidgeted romped aisles bathroom breaks,4
128237,children varying ages audience,2
128240,varying ages,2
128244,never coughed fidgeted romped aisles bathroom breaks,3
128245,coughed fidgeted romped aisles bathroom breaks,2
128250,fidgeted,2
128251,romped aisles bathroom breaks,0
128256,aisles bathroom breaks,2
128262,ou got love disney pic little cleavage one heroine feisty principled jane,3
128263,ou,2
128272,love disney pic little cleavage,2
128273,love disney pic,3
128279,cleavage,2
128282,heroine feisty principled jane,3
128286,principled jane,2
128287,principled,3
128289,simple innocent movie imagine,3
128303,confession,2
128306,n particularly,2
128307,like e first time saw young boy,4
128308,like e,2
128309,first time saw young boy,2
128317,put somewhere sling blade south heaven west hell,2
128318,somewhere sling blade south heaven west hell,2
128321,sling blade south,2
128322,sling,2
128323,blade south,2
128327,heaven west,2
128333,billy bob body,2
128334,billy bob,2
128337,hanukkah spirit seems fried pork,1
128343,fried pork,3
128346,eventually showdown senses mushy peas n care fires winning shot,0
128370,care fires winning shot,2
128375,witty dialog realistic characters showing honest emotions,3
128376,witty dialog realistic characters,3
128377,dialog realistic characters,3
128382,honest emotions,3
128389,may bit enigmatic overly ambitious fully successful,2
128395,overly ambitious fully successful,1
128396,ambitious fully successful,3
128400,sprecher screenwriting partner sister karen sprecher n seem ever run ideas,3
128409,partner sister,2
128411,karen sprecher,2
128412,n seem ever run ideas,3
128413,seem ever run ideas,2
128414,seem ever,2
128417,film busy making reference films trying films fails heart mind humor,0
128420,busy making reference films trying films,1
128423,making reference films trying films,1
128426,making reference,2
128427,reference,2
128428,trying films,1
128442,viewers barney crushingly self indulgent spectacle see nothing match ordeal sitting,1
128443,viewers barney crushingly self indulgent spectacle,1
128446,crushingly self indulgent spectacle,1
128447,crushingly self indulgent,2
128451,see nothing,1
128454,ordeal sitting,1
128456,many ways reminiscent unforgiven also utilized scintillating force actors draw menace sparse dialogue,2
128466,unforgiven,1
128469,utilized scintillating force actors draw menace sparse dialogue,3
128470,utilized,2
128471,scintillating force actors draw menace sparse dialogue,2
128474,scintillating,4
128481,menace sparse dialogue,1
128489,closing scenes film seem ask whether civilization offers cure vincent complaint,2
128498,whether civilization offers cure vincent complaint,2
128499,civilization offers cure vincent complaint,2
128502,offers cure vincent complaint,2
128503,cure vincent complaint,2
128509,berry saucy full bodied performance gives aging series much needed kick making die another day one entertaining bonds years,4
128510,berry saucy full bodied performance,3
128514,full bodied performance,3
128515,gives aging series much needed kick making die another day one entertaining bonds years,3
128516,gives aging series,2
128519,much needed kick making die another day one entertaining bonds years,4
128523,making die another day one entertaining bonds years,3
128524,die another day one entertaining bonds years,4
128527,one entertaining bonds years,4
128532,film needlessly opaque intro takes doe eyed crudup pre new york onto cross country road trip homeric kind,1
128533,film needlessly opaque intro,1
128534,needlessly opaque intro,1
128535,opaque intro,2
128542,doe eyed,2
128543,pre new york onto cross country road trip homeric kind,3
128550,onto cross country road trip homeric kind,3
128551,cross country road trip homeric kind,2
128557,homeric,2
128558,boomers kids barrie good time,3
128559,boomers kids,2
128567,flamboyant movies artfully restrained others year old jack nicholson could looking th oscar nomination proving ever choosing roles precision insurance actuary,4
128568,flamboyant movies artfully restrained others year old jack nicholson,3
128572,artfully restrained others year old jack nicholson,3
128573,artfully restrained others,2
128574,restrained others,2
128583,looking th oscar nomination,3
128598,choosing roles precision insurance actuary,3
128599,choosing roles,2
128600,choosing,2
128608,actuary,2
128609,billy crystal robert de niro sleepwalk vulgarities sequel refuse,1
128610,billy crystal robert de niro,2
128615,sleepwalk,2
128618,vulgarities,1
128623,rawness vitality give considerable punch,3
128624,rawness vitality,3
128630,considerable punch,3
128637,inspired overblown enterprise,0
128642,gives hollywood sequels,3
128643,hollywood sequels,2
128644,whatever complaints might take lrb rrb earnest errors hard rewards bombastic self glorification feel good fiascos like antwone fisher emperor club time,3
128645,whatever complaints might,1
128646,complaints might,1
128647,complaints,2
128657,lrb rrb earnest errors,2
128658,earnest errors,2
128659,hard rewards bombastic self glorification feel good fiascos like antwone fisher emperor club time,3
128660,hard rewards,3
128672,fiascos,1
128673,like antwone fisher,2
128674,emperor club time,3
128680,movie joint promotion national basketball association teenaged rap adolescent poster boy lil bow wow,2
128687,joint,2
128688,promotion,2
128692,basketball association,2
128693,association,2
128694,teenaged rap adolescent poster boy lil bow wow,2
128695,teenaged rap adolescent poster boy,2
128696,teenaged,2
128697,rap adolescent poster boy,2
128705,ryan gosling powerful young actor,4
128714,young actor,2
128717,bonanza wacky sight gags outlandish color schemes corny visual puns,2
128727,outlandish color schemes,2
128729,color schemes,2
128730,schemes,2
128731,corny visual puns,1
128732,visual puns,2
128738,appreciated equally,3
128739,abstract frank tashlin comedy playful recapitulation artist career,3
128744,frank tashlin comedy,2
128745,tashlin comedy,1
128746,tashlin,2
128751,recapitulation,3
128760,annoying n,1
128763,made lampoons moviemaking process shining particularly flattering spotlight america skin deep notions pulchritude,2
128769,lampoons,2
128775,shining particularly flattering spotlight,1
128779,flattering spotlight,3
128783,america skin deep notions,3
128784,skin deep notions,2
128785,skin deep,3
128795,one hard warm,1
128810,part targeted audience cheer,3
128822,director kevin bray excels breaking glass marking miami vice checklist power boats latin music dog tracks,2
128823,director kevin bray,2
128830,marking miami vice checklist power boats latin music dog tracks,2
128832,miami vice checklist power boats latin music dog tracks,2
128836,vice checklist,2
128845,latin music,2
128846,dog tracks,2
128847,tracks,2
128865,sum strange horror life,2
128867,strange horror life,0
128874,ong chooses present ah na life slight weightless fairy tale whose unpleasant details seem melt away face character blank faced optimism,2
128880,present ah na life,3
128881,ah na life,2
128891,whose unpleasant details seem melt away face character blank faced optimism,2
128892,unpleasant details seem melt away face character blank faced optimism,2
128895,seem melt away face character blank faced optimism,3
128898,melt away,2
128903,blank faced optimism,2
128904,blank faced,2
128905,end film less cheap thriller expect fairly revealing study two main characters damaged goods people whose orbits inevitably dangerously collide,3
128913,cheap thriller expect fairly revealing study two main characters damaged goods people whose orbits inevitably,2
128914,thriller expect fairly revealing study two main characters damaged goods people whose orbits inevitably,2
128926,fairly revealing,3
128929,damaged goods people whose orbits inevitably,2
128930,damaged goods people,1
128931,damaged goods,0
128932,whose orbits inevitably,2
128933,orbits inevitably,2
128936,dangerously collide,1
128937,deeply touched movie check pulse,4
128942,touched movie,3
128952,film strength,2
128953,n details,2
128954,larger picture paints culture conflict thin veneer nationalism covers deepest media soaked fears,3
128969,thin veneer nationalism,1
128976,deepest media soaked fears,1
128979,media soaked fears,2
128980,media soaked,1
128985,director magician,3
128989,part works beautifully movie without sacrificing integrity opera,3
128994,works beautifully movie,4
128995,works beautifully,4
128996,without sacrificing integrity opera,3
128997,sacrificing integrity opera,1
128998,integrity opera,2
129000,detective story romance spiced intrigue academic skullduggery politics,3
129013,skullduggery politics,2
129022,proves even sorrow find humor,3
129023,even sorrow find humor,3
129024,sorrow find humor,2
129029,oddly film n nearly downbeat sounds strikes tone alternately melancholic hopeful strangely funny,3
129034,n nearly downbeat,2
129035,nearly downbeat,2
129042,strikes tone alternately melancholic hopeful strangely funny,3
129043,tone alternately melancholic hopeful strangely funny,3
129051,strangely funny,3
129052,film really closer porn serious critique wrong increasingly pervasive aspect gay culture,1
129071,increasingly pervasive,2
129074,occasionally loud offensive often simply lulls gentle waking coma,1
129075,occasionally loud offensive often,1
129076,loud offensive often,1
129077,loud offensive,2
129088,waking coma,1
129099,plays college journalist,2
129107,like six time winner miss hawaiian tropic pageant,2
129108,six time winner miss hawaiian tropic pageant,2
129111,six time,2
129115,hawaiian tropic pageant,2
129116,tropic pageant,2
129117,tropic,2
129118,pageant,2
129145,letter words,2
129146,thrown generally heard television,2
129153,reasonably creative eighth grader could written credible script though number continuity errors,0
129156,reasonably creative,3
129157,eighth grader,3
129162,written credible script though,2
129163,credible script though,3
129185,cable sports,2
129188,original insightful last week episode behind music,1
129191,last week episode behind music,2
129204,dull simple minded stereotypical,0
129208,death mind numbing indifference inner city streets,1
129209,death mind numbing indifference,0
129212,mind numbing,1
129216,mired shabby script,1
129220,piles,2
129221,atop wooden dialogue,1
129222,wooden dialogue,1
129223,shifting tone falls far short peculiarly moral amorality lrb woo rrb best work,0
129229,far short,1
129234,peculiarly moral,2
129236,amorality,2
129237,lrb woo rrb best work,3
129239,hard understand anybody picked,0
129251,characters die others n film pretends living learned sort lesson really,0
129258,others n film pretends living learned sort lesson,2
129262,film pretends living learned sort lesson,2
129263,pretends living learned sort lesson,2
129269,sort lesson,2
129271,nobody viewing audience cares,1
129272,nobody viewing audience,2
129276,juxtaposition overwrought existentialism stomach churning gore forever verge either cracking throwing,2
129277,juxtaposition overwrought existentialism stomach churning gore,1
129283,stomach churning gore,2
129284,stomach churning,1
129295,cracking throwing,2
129300,film gamble occasionally break live action scenes animated sequences pays sensitive handling delicate subject matter,3
129301,film gamble occasionally break live action scenes animated sequences,2
129302,gamble occasionally break live action scenes animated sequences,2
129305,break live action scenes animated sequences,2
129307,live action scenes animated sequences,2
129320,handling,2
129330,old warner bros costumer jived sex,2
129333,warner bros costumer,2
129334,bros costumer,2
129335,costumer,2
129336,jived sex,2
129337,jived,2
129343,errol flynn always wanted make though bette davis cast joan would killed,2
129344,errol flynn,2
129345,flynn,2
129346,always wanted make though bette davis cast joan would killed,2
129347,wanted make though bette davis cast joan would killed,1
129350,though bette davis cast joan would killed,1
129351,bette davis cast joan would killed,3
129355,cast joan,2
129357,would killed,2
129360,problematic characters overly convenient plot twists foul shum good intentions,1
129361,problematic characters overly convenient plot twists,0
129365,overly convenient plot twists,1
129366,overly convenient,1
129371,shum good intentions,2
129374,film desperately sinks comedy futility,0
129375,desperately sinks comedy futility,2
129382,futility,1
129388,story scope pageantry,3
129389,scope pageantry,2
129390,pageantry,2
129392,mr day lewis roars leonine power,3
129393,mr day lewis,2
129394,roars leonine power,3
129395,roars,2
129398,ensues much blood splattering mass drug induced bowel evacuations none funny commentary cultural distinctions americans brits,0
129403,blood splattering,2
129406,mass drug induced bowel,0
129407,mass,2
129408,drug induced bowel,1
129409,drug induced,2
129415,none funny commentary cultural distinctions americans brits,1
129416,none funny commentary,1
129417,none funny,1
129422,distinctions,2
129426,romantic comedy plotline straight ages cinderella story n single surprise sleeve,1
129431,comedy plotline,2
129432,straight ages,3
129440,single surprise sleeve,2
129445,director oliver parker labors hard whip life importance earnest probably pulled muscle two,2
129446,director oliver parker,2
129450,labors,1
129455,whip life importance earnest,3
129456,whip life,2
129457,whip,2
129462,pulled muscle two,2
129463,muscle two,2
129481,hey farts got inner nine year old,3
129486,got inner nine year old,3
129490,nine year old,2
129491,uzumaki interesting social parallel defiant aesthetic seems prostituted muse,1
129492,uzumaki interesting social parallel defiant aesthetic,2
129495,interesting social parallel defiant aesthetic,3
129496,interesting social,3
129497,parallel defiant aesthetic,2
129504,prostituted,2
129505,film stagecrafts intimate therefore bolder otherwise calculated artifice defines overwhelms film production design,2
129506,film stagecrafts,2
129507,stagecrafts,2
129512,intimate therefore,2
129513,bolder,3
129518,otherwise calculated,3
129521,defines overwhelms,2
129523,film production design,2
129524,real audience pleaser strike chord anyone ever waited doctor office emergency room hospital bed insurance company office,3
129525,real audience pleaser strike chord anyone ever,3
129528,audience pleaser,3
129532,strike chord,3
129538,waited,2
129544,office emergency room hospital bed insurance company office,2
129548,room hospital bed insurance company office,2
129551,bed insurance company office,2
129554,company office,2
129555,huppert girardot give performances exceptional honesty,4
129556,huppert girardot,2
129558,girardot,2
129561,performances exceptional honesty,4
129567,terrific sweaty palmed fun,3
129570,sweaty palmed,2
129579,understands need bad boy,2
129580,need bad boy,2
129584,diesel brawny frame cool composed delivery fits bill perfectly,3
129592,cool composed delivery,3
129597,fits bill,3
129603,though jones snipes enthralling,3
129604,jones snipes enthralling,3
129605,jones snipes,2
129618,first film special,3
129630,shot cannon vat ice cream,1
129631,shot cannon,2
129640,cream,2
129641,thoroughly awful movie dumb narratively chaotic visually sloppy weird amalgam thing geriatric scream,0
